Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Internal_Resistance_Ohm,SoH_Percent,Battery_Status,Car_Model_BYD Atto 3,Car_Model_Ford Mustang Mach-E,Car_Model_Hyundai Ioniq 5,Car_Model_Tesla Model 3,Car_Model_Wuling Air EV,Battery_Type_LFP,Battery_Type_NMC,Driving_Style_Aggressive,Driving_Style_Conservative,Driving_Style_Moderate,Thermal_Stress_Index,Monthly_Charge_Intensity,Power_Stress
88.0,2,21,20.4,0.61,2.08,0.0206,99.57,Healthy,False,True,False,False,False,False,True,False,False,True,12.443999999999999,7.0,0.042848000000000004
26.0,43,314,28.1,0.57,2.27,0.0218,98.97,Healthy,False,False,False,False,True,True,False,False,True,False,16.017,7.136363636363637,0.049486
88.0,39,386,23.1,0.62,1.57,0.0316,96.19,Healthy,False,True,False,False,False,False,True,False,False,True,14.322000000000001,9.65,0.04961200000000001
72.6,17,169,30.4,0.71,1.23,0.0269,98.17,Healthy,False,False,True,False,False,False,True,False,False,True,21.584,9.38888888888889,0.033087
88.0,21,173,16.1,0.14,0.65,0.0273,98.06,Healthy,False,True,False,False,False,False,True,False,True,False,2.2540000000000004,7.863636363636363,0.017745
60.0,23,145,13.7,0.71,1.2,0.0218,98.53,Healthy,True,False,False,False,False,True,False,False,False,True,9.726999999999999,6.041666666666667,0.02616
60.0,86,951,33.3,0.63,1.74,0.0362,92.2,Healthy,True,False,False,False,False,True,False,False,False,True,20.979,10.931034482758621,0.062988
72.6,18,191,19.7,0.94,2.26,0.0258,97.67,Healthy,False,False,True,False,False,False,True,False,True,False,18.517999999999997,10.052631578947368,0.05830799999999999
72.6,1,4,40.1,0.48,2.34,0.0215,100.0,Healthy,False,False,True,False,False,False,True,False,False,True,19.248,2.0,0.050309999999999994
75.0,57,371,22.3,0.29,1.19,0.0256,98.04,Healthy,False,False,False,True,False,False,True,False,True,False,6.467,6.396551724137931,0.030464
88.0,52,268,31.0,0.76,1.11,0.0286,97.14,Healthy,False,True,False,False,False,False,True,False,True,False,23.56,5.056603773584905,0.031746
26.0,6,35,24.7,0.61,2.32,0.0202,100.0,Healthy,False,False,False,False,True,True,False,True,False,False,15.066999999999998,5.0,0.046863999999999996
88.0,58,292,17.8,0.62,1.26,0.0282,97.06,Healthy,False,True,False,False,False,False,True,False,False,True,11.036,4.9491525423728815,0.035532
75.0,92,1115,28.5,0.07,0.98,0.0532,88.91,Healthy,False,False,False,True,False,False,True,True,False,False,1.995,11.989247311827956,0.052135999999999995
88.0,60,592,17.6,0.93,1.72,0.042,92.9,Healthy,False,True,False,False,False,False,True,False,False,True,16.368000000000002,9.704918032786885,0.07224
88.0,69,776,20.3,0.58,1.98,0.051,89.74,Healthy,False,True,False,False,False,False,True,True,False,False,11.774,11.085714285714285,0.10097999999999999
60.0,74,690,27.8,0.92,1.6,0.028,95.6,Healthy,True,False,False,False,False,True,False,False,False,True,25.576,9.2,0.044800000000000006
60.0,15,62,23.5,0.27,1.72,0.0196,99.84,Healthy,True,False,False,False,False,True,False,False,False,True,6.345000000000001,3.875,0.033712
72.6,30,308,32.8,0.94,1.33,0.034,96.07,Healthy,False,False,True,False,False,False,True,False,True,False,30.831999999999997,9.935483870967742,0.04522
26.0,75,831,10.8,0.7,2.45,0.0334,93.3,Healthy,False,False,False,False,True,True,False,False,False,True,7.56,10.93421052631579,0.08183
88.0,15,218,16.5,0.95,0.75,0.0263,97.59,Healthy,False,True,False,False,False,False,True,False,False,True,15.674999999999999,13.625,0.019725
26.0,45,592,42.4,0.19,2.01,0.0301,95.73,Healthy,False,False,False,False,True,True,False,False,True,False,8.056,12.869565217391305,0.06050099999999999
88.0,32,472,40.8,0.18,1.38,0.0401,93.01,Healthy,False,True,False,False,False,False,True,True,False,False,7.343999999999999,14.303030303030303,0.05533799999999999
72.6,52,700,17.6,0.22,1.68,0.0387,93.7,Healthy,False,False,True,False,False,False,True,True,False,False,3.8720000000000003,13.20754716981132,0.06501599999999999
72.6,37,461,42.4,0.17,1.5,0.0377,94.34,Healthy,False,False,True,False,False,False,True,False,True,False,7.208,12.131578947368421,0.056549999999999996
26.0,60,350,25.6,0.43,1.07,0.0239,98.24,Healthy,False,False,False,False,True,True,False,False,False,True,11.008000000000001,5.737704918032787,0.025573000000000002
75.0,95,1280,17.5,0.35,2.04,0.0568,87.88,Healthy,False,False,False,True,False,False,True,False,False,True,6.125,13.333333333333334,0.115872
26.0,43,533,21.6,0.95,1.22,0.0263,96.8,Healthy,False,False,False,False,True,True,False,False,True,False,20.52,12.113636363636363,0.032085999999999996
75.0,45,246,16.1,0.14,1.34,0.0321,96.66,Healthy,False,False,False,True,False,False,True,True,False,False,2.2540000000000004,5.3478260869565215,0.043014
60.0,48,342,18.6,0.71,2.35,0.0228,98.24,Healthy,True,False,False,False,False,True,False,False,True,False,13.206,6.979591836734694,0.05358
60.0,51,495,29.3,0.62,0.54,0.0266,96.16,Healthy,True,False,False,False,False,True,False,True,False,False,18.166,9.51923076923077,0.014364
72.6,62,351,36.0,0.28,0.76,0.0322,96.26,Healthy,False,False,True,False,False,False,True,True,False,False,10.080000000000002,5.571428571428571,0.024472
88.0,69,621,30.4,0.76,1.15,0.0411,92.75,Healthy,False,True,False,False,False,False,True,False,False,True,23.104,8.871428571428572,0.047264999999999995
75.0,89,1307,19.8,0.26,0.54,0.0518,89.23,Healthy,False,False,False,True,False,False,True,False,True,False,5.148000000000001,14.522222222222222,0.027972
60.0,69,814,29.2,0.14,2.19,0.0278,95.78,Healthy,True,False,False,False,False,True,False,False,False,True,4.088,11.628571428571428,0.06088199999999999
60.0,41,518,20.3,0.77,2.4,0.0256,96.69,Healthy,True,False,False,False,False,True,False,False,False,True,15.631,12.333333333333334,0.06144
88.0,1,10,23.5,0.69,1.63,0.0198,100.0,Healthy,False,True,False,False,False,False,True,True,False,False,16.215,5.0,0.032274
72.6,50,486,3.7,0.32,2.05,0.0354,95.51,Healthy,False,False,True,False,False,False,True,True,False,False,1.1840000000000002,9.529411764705882,0.07257
88.0,66,433,31.6,0.08,2.0,0.0332,95.85,Healthy,False,True,False,False,False,False,True,True,False,False,2.528,6.462686567164179,0.0664
88.0,86,988,17.0,0.36,0.61,0.0502,90.15,Healthy,False,True,False,False,False,False,True,False,False,True,6.12,11.35632183908046,0.030622
26.0,47,552,22.6,0.32,1.81,0.0256,96.54,Healthy,False,False,False,False,True,True,False,False,True,False,7.232,11.5,0.046336
88.0,27,191,34.5,0.1,1.41,0.0252,98.15,Healthy,False,True,False,False,False,False,True,True,False,False,3.45,6.821428571428571,0.035532
88.0,76,454,26.8,0.55,2.18,0.0313,95.93,Healthy,False,True,False,False,False,False,True,False,True,False,14.740000000000002,5.896103896103896,0.068234
75.0,60,715,31.4,0.51,1.34,0.0445,91.52,Healthy,False,False,False,True,False,False,True,False,False,True,16.014,11.721311475409836,0.05963
60.0,44,189,27.6,0.04,1.3,0.0223,99.71,Healthy,True,False,False,False,False,True,False,False,False,True,1.104,4.2,0.028990000000000002
88.0,35,412,32.5,0.79,0.58,0.034,95.3,Healthy,False,True,False,False,False,False,True,False,False,True,25.675,11.444444444444445,0.01972
88.0,30,203,19.3,0.63,1.87,0.0282,97.22,Healthy,False,True,False,False,False,False,True,True,False,False,12.159,6.548387096774194,0.052734
60.0,53,246,17.5,0.63,1.46,0.0238,98.3,Healthy,True,False,False,False,False,True,False,False,False,True,11.025,4.555555555555555,0.034748
60.0,30,375,17.7,0.9,2.09,0.0244,97.49,Healthy,True,False,False,False,False,True,False,False,True,False,15.93,12.096774193548388,0.050996
60.0,59,588,13.7,0.91,2.07,0.0316,94.87,Healthy,True,False,False,False,False,True,False,False,False,True,12.467,9.8,0.065412
60.0,6,55,35.8,0.29,2.39,0.0238,99.02,Healthy,True,False,False,False,False,True,False,False,True,False,10.381999999999998,7.857142857142857,0.05688200000000001
26.0,73,1016,35.8,0.61,2.1,0.032,93.12,Healthy,False,False,False,False,True,True,False,False,True,False,21.837999999999997,13.72972972972973,0.06720000000000001
88.0,46,668,30.5,0.16,1.0,0.04,93.62,Healthy,False,True,False,False,False,False,True,False,False,True,4.88,14.212765957446809,0.04
72.6,48,628,30.3,0.95,0.92,0.0413,92.59,Healthy,False,False,True,False,False,False,True,False,False,True,28.785,12.816326530612244,0.037996
26.0,11,76,29.4,0.22,0.76,0.0214,100.0,Healthy,False,False,False,False,True,True,False,False,False,True,6.468,6.333333333333333,0.016264
26.0,89,383,22.8,0.22,1.64,0.0232,97.71,Healthy,False,False,False,False,True,True,False,False,False,True,5.016,4.2555555555555555,0.038048
60.0,35,397,10.3,0.24,1.53,0.023,98.13,Healthy,True,False,False,False,False,True,False,False,False,True,2.472,11.027777777777779,0.03519
72.6,55,623,28.2,0.32,1.32,0.0386,94.52,Healthy,False,False,True,False,False,False,True,False,True,False,9.024,11.125,0.050952000000000004
60.0,24,203,29.2,0.44,1.95,0.0199,99.05,Healthy,True,False,False,False,False,True,False,False,False,True,12.847999999999999,8.12,0.038805
60.0,84,646,39.8,0.14,1.14,0.0308,94.85,Healthy,True,False,False,False,False,True,False,False,False,True,5.572,7.6,0.035112
75.0,19,144,27.2,0.8,1.83,0.0262,97.92,Healthy,False,False,False,True,False,False,True,False,False,True,21.76,7.2,0.047946
60.0,36,145,24.3,0.29,1.23,0.0235,97.89,Healthy,True,False,False,False,False,True,False,False,False,True,7.047,3.918918918918919,0.028905
26.0,3,22,22.6,0.7,1.44,0.0205,100.0,Healthy,False,False,False,False,True,True,False,False,False,True,15.82,5.5,0.02952
72.6,25,190,26.8,0.64,2.2,0.0222,99.0,Healthy,False,False,True,False,False,False,True,False,False,True,17.152,7.3076923076923075,0.04884000000000001
75.0,40,442,36.1,0.41,1.62,0.0338,95.6,Healthy,False,False,False,True,False,False,True,False,False,True,14.801,10.78048780487805,0.054756
60.0,44,594,14.1,0.53,1.92,0.0314,94.48,Healthy,True,False,False,False,False,True,False,True,False,False,7.473,13.2,0.060287999999999994
88.0,93,1387,33.3,0.32,0.95,0.0635,85.07,Healthy,False,True,False,False,False,False,True,False,True,False,10.655999999999999,14.75531914893617,0.060325
75.0,80,408,14.9,0.44,2.17,0.0357,95.28,Healthy,False,False,False,True,False,False,True,True,False,False,6.556,5.037037037037037,0.077469
72.6,25,331,24.9,0.28,2.08,0.0274,97.98,Healthy,False,False,True,False,False,False,True,False,True,False,6.972,12.73076923076923,0.056992
72.6,47,348,15.8,0.65,1.84,0.036,95.02,Healthy,False,False,True,False,False,False,True,True,False,False,10.270000000000001,7.25,0.06624
88.0,46,241,44.5,0.08,2.4,0.0293,97.23,Healthy,False,True,False,False,False,False,True,False,False,True,3.56,5.127659574468085,0.07032
72.6,68,813,33.5,0.27,1.91,0.0453,91.48,Healthy,False,False,True,False,False,False,True,False,True,False,9.045,11.782608695652174,0.086523
26.0,1,7,26.4,0.18,1.8,0.0208,99.67,Healthy,False,False,False,False,True,True,False,True,False,False,4.752,3.5,0.03744
75.0,68,313,19.4,0.95,0.86,0.0306,96.24,Healthy,False,False,False,True,False,False,True,False,False,True,18.429999999999996,4.536231884057971,0.026316
60.0,3,20,35.5,0.38,2.39,0.0207,99.85,Healthy,True,False,False,False,False,True,False,False,True,False,13.49,5.0,0.049473
26.0,32,253,34.1,0.94,2.09,0.0246,97.77,Healthy,False,False,False,False,True,True,False,False,True,False,32.054,7.666666666666667,0.051413999999999994
72.6,40,213,23.3,0.72,2.15,0.0273,97.77,Healthy,False,False,True,False,False,False,True,False,True,False,16.776,5.195121951219512,0.058695
75.0,90,1177,20.7,0.65,1.06,0.0683,84.41,Healthy,False,False,False,True,False,False,True,True,False,False,13.455,12.934065934065934,0.072398
72.6,1,7,25.8,0.7,2.28,0.0214,100.0,Healthy,False,False,True,False,False,False,True,False,False,True,18.06,3.5,0.048791999999999995
26.0,50,745,22.1,0.54,2.21,0.0305,94.84,Healthy,False,False,False,False,True,True,False,False,False,True,11.934000000000001,14.607843137254902,0.06740499999999999
88.0,91,1009,25.0,0.37,1.63,0.0506,89.4,Healthy,False,True,False,False,False,False,True,True,False,False,9.25,10.967391304347826,0.082478
72.6,37,163,34.2,0.04,0.97,0.0262,98.32,Healthy,False,False,True,False,False,False,True,False,False,True,1.368,4.2894736842105265,0.025414
72.6,26,374,23.9,0.99,0.66,0.0325,95.94,Healthy,False,False,True,False,False,False,True,False,False,True,23.660999999999998,13.851851851851851,0.02145
88.0,96,906,22.7,0.45,1.65,0.0527,88.88,Healthy,False,True,False,False,False,False,True,True,False,False,10.215,9.34020618556701,0.08695499999999999
26.0,90,1146,21.0,0.29,1.2,0.0327,93.98,Healthy,False,False,False,False,True,True,False,False,False,True,6.09,12.593406593406593,0.03924
72.6,15,209,32.9,0.93,1.23,0.028,97.33,Healthy,False,False,True,False,False,False,True,False,False,True,30.597,13.0625,0.03444
26.0,3,33,31.0,0.98,1.96,0.0201,99.87,Healthy,False,False,False,False,True,True,False,False,False,True,30.38,8.25,0.039396
72.6,62,888,26.7,0.82,1.09,0.0474,90.67,Healthy,False,False,True,False,False,False,True,False,True,False,21.894,14.095238095238095,0.051666000000000004
26.0,29,178,32.2,0.42,1.63,0.0222,99.15,Healthy,False,False,False,False,True,True,False,False,True,False,13.524000000000001,5.933333333333334,0.036185999999999996
26.0,84,464,13.2,0.86,0.72,0.0284,96.57,Healthy,False,False,False,False,True,True,False,False,False,True,11.351999999999999,5.458823529411765,0.020448
72.6,75,544,33.8,0.74,0.55,0.0378,93.49,Healthy,False,False,True,False,False,False,True,False,False,True,25.011999999999997,7.157894736842105,0.020790000000000003
26.0,50,319,25.2,0.78,1.22,0.0248,97.49,Healthy,False,False,False,False,True,True,False,False,False,True,19.656,6.254901960784314,0.030255999999999998
72.6,91,788,31.5,0.92,1.76,0.0516,89.3,Healthy,False,False,True,False,False,False,True,False,False,True,28.98,8.565217391304348,0.090816
88.0,81,830,30.0,0.59,1.97,0.0463,91.53,Healthy,False,True,False,False,False,False,True,False,True,False,17.7,10.121951219512194,0.091211
75.0,54,481,26.9,0.26,1.42,0.0342,95.39,Healthy,False,False,False,True,False,False,True,False,True,False,6.994,8.745454545454546,0.048563999999999996
72.6,68,483,34.4,0.49,1.11,0.0368,94.5,Healthy,False,False,True,False,False,False,True,False,False,True,16.855999999999998,7.0,0.040848
88.0,14,103,18.9,0.81,1.22,0.0242,98.8,Healthy,False,True,False,False,False,False,True,False,False,True,15.309,6.866666666666666,0.029523999999999998
60.0,51,517,23.9,0.77,1.25,0.0271,96.67,Healthy,True,False,False,False,False,True,False,False,False,True,18.403,9.942307692307692,0.033875
88.0,37,286,34.3,0.71,1.88,0.0288,96.49,Healthy,False,True,False,False,False,False,True,False,False,True,24.352999999999998,7.526315789473684,0.054144
75.0,50,377,26.7,0.25,0.66,0.0314,96.35,Healthy,False,False,False,True,False,False,True,False,False,True,6.675,7.392156862745098,0.020724
75.0,58,408,30.5,0.68,1.7,0.0283,96.83,Healthy,False,False,False,True,False,False,True,False,True,False,20.740000000000002,6.915254237288136,0.04811
88.0,30,383,20.0,0.94,1.52,0.0321,96.37,Healthy,False,True,False,False,False,False,True,False,True,False,18.799999999999997,12.35483870967742,0.048791999999999995
26.0,15,144,36.2,0.65,2.29,0.023,98.38,Healthy,False,False,False,False,True,True,False,True,False,False,23.53,9.0,0.05267
88.0,72,357,19.0,0.82,1.44,0.0314,96.15,Healthy,False,True,False,False,False,False,True,False,False,True,15.579999999999998,4.890410958904109,0.04521599999999999
26.0,61,816,23.2,0.65,2.03,0.0275,95.31,Healthy,False,False,False,False,True,True,False,False,False,True,15.08,13.161290322580646,0.05582499999999999
26.0,69,904,32.5,0.77,1.2,0.031,95.03,Healthy,False,False,False,False,True,True,False,False,True,False,25.025000000000002,12.914285714285715,0.0372
72.6,67,818,32.3,0.34,2.08,0.0507,89.85,Healthy,False,False,True,False,False,False,True,True,False,False,10.982,12.029411764705882,0.10545600000000001
88.0,41,455,15.9,0.72,2.05,0.029,96.64,Healthy,False,True,False,False,False,False,True,False,True,False,11.448,10.833333333333334,0.059449999999999996
88.0,8,102,20.6,0.43,1.21,0.0244,98.75,Healthy,False,True,False,False,False,False,True,False,False,True,8.858,11.333333333333334,0.029524
26.0,69,872,22.6,0.57,0.95,0.0319,94.98,Healthy,False,False,False,False,True,True,False,False,True,False,12.882,12.457142857142857,0.030304999999999995
72.6,18,127,29.2,0.46,0.81,0.0253,97.91,Healthy,False,False,True,False,False,False,True,False,False,True,13.432,6.684210526315789,0.020493
88.0,4,51,19.2,0.92,1.53,0.0225,99.05,Healthy,False,True,False,False,False,False,True,False,True,False,17.664,10.2,0.034425
72.6,77,454,31.4,0.11,0.99,0.0312,96.24,Healthy,False,False,True,False,False,False,True,False,True,False,3.4539999999999997,5.82051282051282,0.030888
60.0,16,170,28.9,0.78,1.02,0.021,99.53,Healthy,True,False,False,False,False,True,False,False,True,False,22.541999999999998,10.0,0.02142
88.0,16,79,20.4,0.58,0.65,0.0196,99.42,Healthy,False,True,False,False,False,False,True,False,False,True,11.831999999999999,4.647058823529412,0.01274
88.0,69,999,13.8,0.91,0.87,0.0546,88.22,Healthy,False,True,False,False,False,False,True,False,False,True,12.558000000000002,14.271428571428572,0.047502
60.0,55,238,22.2,0.02,1.16,0.0206,99.37,Healthy,True,False,False,False,False,True,False,False,False,True,0.444,4.25,0.023895999999999997
75.0,24,310,17.2,0.15,1.15,0.0275,97.2,Healthy,False,False,False,True,False,False,True,True,False,False,2.5799999999999996,12.4,0.031625
60.0,96,925,25.2,0.54,2.15,0.0344,92.9,Healthy,True,False,False,False,False,True,False,True,False,False,13.608,9.536082474226804,0.07396
72.6,18,218,40.0,0.64,0.77,0.0302,95.99,Healthy,False,False,True,False,False,False,True,True,False,False,25.6,11.473684210526315,0.023254
75.0,63,341,20.2,0.3,0.54,0.0295,96.69,Healthy,False,False,False,True,False,False,True,False,True,False,6.06,5.328125,0.01593
26.0,8,101,26.3,0.17,1.15,0.0209,100.0,Healthy,False,False,False,False,True,True,False,False,False,True,4.471,11.222222222222221,0.024034999999999997
88.0,59,252,20.0,0.92,0.66,0.0277,97.29,Healthy,False,True,False,False,False,False,True,False,False,True,18.400000000000002,4.2,0.018282
26.0,57,818,21.7,0.63,1.36,0.0302,94.25,Healthy,False,False,False,False,True,True,False,False,False,True,13.671,14.10344827586207,0.041072000000000004
72.6,32,191,17.8,0.61,0.6,0.025,98.45,Healthy,False,False,True,False,False,False,True,False,True,False,10.858,5.787878787878788,0.015
75.0,17,219,24.3,0.71,2.4,0.0239,98.28,Healthy,False,False,False,True,False,False,True,False,False,True,17.253,12.166666666666666,0.05736
72.6,72,740,18.3,0.82,2.48,0.0421,92.47,Healthy,False,False,True,False,False,False,True,False,False,True,15.006,10.136986301369863,0.104408
26.0,42,210,25.3,0.54,2.08,0.022,98.01,Healthy,False,False,False,False,True,True,False,False,True,False,13.662,4.883720930232558,0.04576
75.0,32,253,17.6,0.24,2.39,0.0277,97.22,Healthy,False,False,False,True,False,False,True,False,True,False,4.224,7.666666666666667,0.066203
26.0,5,59,30.4,0.72,0.52,0.0206,99.27,Healthy,False,False,False,False,True,True,False,False,False,True,21.887999999999998,9.833333333333334,0.010712000000000001
88.0,22,292,18.4,0.11,1.46,0.0266,97.79,Healthy,False,True,False,False,False,False,True,False,True,False,2.024,12.695652173913043,0.038835999999999996
88.0,66,921,35.0,0.72,2.47,0.0576,87.38,Healthy,False,True,False,False,False,False,True,False,False,True,25.2,13.746268656716419,0.142272
26.0,62,455,17.6,0.67,1.54,0.0253,97.76,Healthy,False,False,False,False,True,True,False,False,True,False,11.792000000000002,7.222222222222222,0.038962000000000004
26.0,53,410,22.9,0.88,0.5,0.0254,97.31,Healthy,False,False,False,False,True,True,False,False,False,True,20.151999999999997,7.592592592592593,0.0127
26.0,48,481,10.0,0.78,1.74,0.0263,96.46,Healthy,False,False,False,False,True,True,False,False,False,True,7.800000000000001,9.816326530612244,0.045762
60.0,61,319,32.1,0.85,1.6,0.0231,98.15,Healthy,True,False,False,False,False,True,False,False,False,True,27.285,5.145161290322581,0.03696
26.0,88,522,20.0,0.05,1.0,0.024,97.99,Healthy,False,False,False,False,True,True,False,False,True,False,1.0,5.865168539325842,0.024
88.0,91,848,29.9,0.34,0.84,0.0466,91.12,Healthy,False,True,False,False,False,False,True,False,False,True,10.166,9.217391304347826,0.039144
72.6,89,1130,19.7,0.25,1.8,0.0472,90.88,Healthy,False,False,True,False,False,False,True,False,True,False,4.925,12.555555555555555,0.08496
75.0,16,197,33.3,0.17,2.04,0.0239,98.39,Healthy,False,False,False,True,False,False,True,False,False,True,5.661,11.588235294117647,0.048756
72.6,48,415,39.5,0.72,2.09,0.0358,94.58,Healthy,False,False,True,False,False,False,True,False,True,False,28.439999999999998,8.46938775510204,0.07482199999999999
72.6,9,63,21.9,0.44,1.26,0.0215,99.12,Healthy,False,False,True,False,False,False,True,False,True,False,9.636,6.3,0.02709
60.0,53,708,29.0,0.83,0.94,0.0302,95.33,Healthy,True,False,False,False,False,True,False,False,False,True,24.07,13.11111111111111,0.028388
60.0,82,800,20.8,0.73,1.39,0.0292,95.53,Healthy,True,False,False,False,False,True,False,False,True,False,15.184,9.63855421686747,0.040588
75.0,33,319,33.0,0.41,1.09,0.0309,95.88,Healthy,False,False,False,True,False,False,True,True,False,False,13.53,9.382352941176471,0.033681
26.0,49,626,25.6,0.15,2.03,0.0292,95.38,Healthy,False,False,False,False,True,True,False,True,False,False,3.84,12.52,0.059275999999999995
60.0,56,521,27.2,0.81,2.39,0.0259,96.32,Healthy,True,False,False,False,False,True,False,False,False,True,22.032,9.140350877192983,0.061901000000000005
60.0,8,37,12.2,0.98,1.08,0.0205,99.9,Healthy,True,False,False,False,False,True,False,False,False,True,11.956,4.111111111111111,0.022140000000000003
26.0,84,663,18.7,0.92,2.23,0.0317,94.15,Healthy,False,False,False,False,True,True,False,True,False,False,17.204,7.8,0.070691
75.0,29,257,28.7,0.23,2.15,0.0303,97.0,Healthy,False,False,False,True,False,False,True,True,False,False,6.601,8.566666666666666,0.065145
75.0,18,131,24.7,0.78,1.73,0.0242,98.85,Healthy,False,False,False,True,False,False,True,False,False,True,19.266000000000002,6.894736842105263,0.041866
72.6,77,1118,15.5,0.16,2.0,0.0518,89.37,Healthy,False,False,True,False,False,False,True,False,False,True,2.48,14.333333333333334,0.1036
88.0,35,482,25.4,0.84,1.07,0.036,94.9,Healthy,False,True,False,False,False,False,True,False,False,True,21.336,13.38888888888889,0.03852
72.6,56,810,28.9,0.35,0.62,0.0435,92.07,Healthy,False,False,True,False,False,False,True,False,False,True,10.114999999999998,14.210526315789474,0.026969999999999997
75.0,38,474,23.2,0.96,1.31,0.0352,94.46,Healthy,False,False,False,True,False,False,True,False,False,True,22.272,12.153846153846153,0.04611200000000001
88.0,61,690,23.4,0.02,1.3,0.0388,94.22,Healthy,False,True,False,False,False,False,True,False,False,True,0.46799999999999997,11.129032258064516,0.050440000000000006
88.0,61,396,28.7,0.96,0.64,0.0367,94.96,Healthy,False,True,False,False,False,False,True,False,True,False,27.552,6.387096774193548,0.023488000000000002
60.0,15,70,23.5,0.5,0.71,0.0201,99.26,Healthy,True,False,False,False,False,True,False,False,False,True,11.75,4.375,0.014270999999999999
60.0,90,794,22.7,0.33,1.75,0.031,95.01,Healthy,True,False,False,False,False,True,False,False,False,True,7.4910000000000005,8.725274725274724,0.05425
75.0,39,560,27.9,0.48,1.74,0.033,95.7,Healthy,False,False,False,True,False,False,True,False,True,False,13.392,14.0,0.057420000000000006
88.0,78,402,18.4,0.25,1.36,0.0285,96.93,Healthy,False,True,False,False,False,False,True,False,False,True,4.6,5.0886075949367084,0.03876
26.0,86,480,28.3,0.53,1.27,0.028,95.92,Healthy,False,False,False,False,True,True,False,True,False,False,14.999,5.517241379310345,0.03556
75.0,2,16,21.7,0.46,1.63,0.0215,99.24,Healthy,False,False,False,True,False,False,True,False,False,True,9.982,5.333333333333333,0.03504499999999999
60.0,92,1181,20.7,0.43,0.85,0.0338,93.21,Healthy,True,False,False,False,False,True,False,False,False,True,8.901,12.698924731182796,0.028729999999999995
72.6,45,385,25.6,0.14,2.33,0.0326,95.94,Healthy,False,False,True,False,False,False,True,False,False,True,3.5840000000000005,8.369565217391305,0.075958
72.6,54,604,15.9,0.41,1.64,0.0381,93.9,Healthy,False,False,True,False,False,False,True,False,False,True,6.519,10.981818181818182,0.062484
72.6,27,275,32.7,0.47,2.05,0.0283,97.52,Healthy,False,False,True,False,False,False,True,False,False,True,15.369,9.821428571428571,0.05801499999999999
72.6,9,133,17.2,0.71,0.71,0.025,98.56,Healthy,False,False,True,False,False,False,True,False,True,False,12.212,13.3,0.01775
88.0,75,337,15.1,0.67,1.45,0.0291,96.92,Healthy,False,True,False,False,False,False,True,False,True,False,10.117,4.434210526315789,0.042195
60.0,95,583,33.8,0.69,1.25,0.0288,96.02,Healthy,True,False,False,False,False,True,False,False,False,True,23.321999999999996,6.072916666666667,0.036
26.0,52,271,9.7,0.29,2.28,0.0257,97.85,Healthy,False,False,False,False,True,True,False,False,False,True,2.8129999999999997,5.113207547169812,0.058595999999999995
60.0,34,310,14.7,0.36,2.11,0.0225,98.36,Healthy,True,False,False,False,False,True,False,False,False,True,5.292,8.857142857142858,0.047474999999999996
26.0,31,339,10.0,0.88,0.73,0.0235,98.32,Healthy,False,False,False,False,True,True,False,False,False,True,8.8,10.59375,0.017155
72.6,24,260,15.4,0.59,1.24,0.0318,95.83,Healthy,False,False,True,False,False,False,True,False,True,False,9.086,10.4,0.039432
75.0,34,199,18.4,0.85,1.93,0.0257,98.57,Healthy,False,False,False,True,False,False,True,False,True,False,15.639999999999999,5.685714285714286,0.049601
26.0,1,6,22.8,0.89,0.51,0.0199,99.73,Healthy,False,False,False,False,True,True,False,True,False,False,20.292,3.0,0.010149
60.0,37,363,26.3,0.93,1.83,0.0236,97.46,Healthy,True,False,False,False,False,True,False,False,False,True,24.459000000000003,9.552631578947368,0.043188
26.0,14,208,33.7,0.94,1.44,0.0231,98.24,Healthy,False,False,False,False,True,True,False,False,False,True,31.678,13.866666666666667,0.033263999999999995
75.0,7,81,14.6,0.66,1.76,0.0242,99.06,Healthy,False,False,False,True,False,False,True,False,False,True,9.636000000000001,10.125,0.042592
75.0,32,237,40.4,0.6,1.89,0.0302,96.41,Healthy,False,False,False,True,False,False,True,False,False,True,24.24,7.181818181818182,0.057078
60.0,9,104,11.9,0.28,1.75,0.0215,99.71,Healthy,True,False,False,False,False,True,False,False,False,True,3.3320000000000003,10.4,0.037625
88.0,14,111,27.8,0.95,1.28,0.0245,98.82,Healthy,False,True,False,False,False,False,True,True,False,False,26.41,7.4,0.03136
60.0,2,23,18.2,0.24,1.05,0.0227,99.59,Healthy,True,False,False,False,False,True,False,False,True,False,4.367999999999999,7.666666666666667,0.023835000000000002
72.6,62,261,21.9,0.18,0.69,0.026,97.86,Healthy,False,False,True,False,False,False,True,False,False,True,3.9419999999999997,4.142857142857143,0.017939999999999998
60.0,71,286,29.9,0.42,1.02,0.0238,98.79,Healthy,True,False,False,False,False,True,False,False,False,True,12.557999999999998,3.9722222222222223,0.024276000000000002
26.0,10,99,22.4,0.51,1.01,0.0217,99.03,Healthy,False,False,False,False,True,True,False,False,False,True,11.424,9.0,0.021917000000000002
72.6,55,687,28.9,0.87,1.15,0.0477,90.56,Healthy,False,False,True,False,False,False,True,True,False,False,25.142999999999997,12.267857142857142,0.054854999999999994
26.0,53,489,24.1,0.75,0.67,0.0284,96.12,Healthy,False,False,False,False,True,True,False,True,False,False,18.075000000000003,9.055555555555555,0.019028000000000003
